,gender,age_at_enrollment,city_of_residence,enroll_after_hs_or_college,avg_high_school_score,favorite_subjects,math_score,russian_score,first_choice_subject_score,second_choice_subject_score,english_proficiency,university_faculty,field_of_study,program_satisfaction,interest_in_extracurriculars,sportiness,importance_of_budget_admission,visited_open_day,self_organization_ability,tutoring_experience,advanced_subjects_in_school,additional_subjects_on_exams,olympiad_success,pre_university_interests,time_for_self_development,admission_method,id
0,1,18,екатеринбург,после 11 класса,5.0,"математика, астрономия, обществознание, информатика",82.0,98.0,93.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,7,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика",информатика,False,программирование,больше 10 часов в неделю,баллы егэ,f35081a2-4969-4213-8113-d30d6b4efc46
1,1,18,москва,после 11 класса,5.0,"математика, иностранный язык, физика, информатика",84.0,96.0,84.0,82.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,8,только учеба,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика","физика, информатика",False,программирование,больше 10 часов в неделю,баллы егэ,558eb10d-8224-45c8-9527-49b91cc2b72c
2,1,17,мосвка,после 11 класса,4.0,"математика, иностранный язык, информатика",86.0,86.0,88.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,4,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,"иностранный язык, обществознание",информатика,False,"программирование, компьютерное 3d-моделирование, инженерная деятельность",около 10 часов в неделю,баллы егэ,316437b0-ad8e-46b0-8e11-823c2149094a
3,0,17,орёл,после 11 класса,5.0,"математика, иностранный язык, информатика",80.0,96.0,75.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,"математика, физика, информатика",информатика,False,программирование,больше 10 часов в неделю,баллы егэ,3162966d-2dca-4b1a-84e1-50bbaf125a6d
4,1,18,саранск,после 11 класса,4.5,"математика, литература, история, информатика",56.0,64.0,53.0,0.0,могу читать несложные диалоги,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,8,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,важно,False,готов почитать несколько статей по теме предмета,True,"математика, информатика",информатика,False,программирование,больше 10 часов в неделю,баллы егэ,3d73cf37-f1e9-4897-badc-1ad096b0de40
5,0,18,москва,после 11 класса,5.0,"математика, информатика",74.0,84.0,95.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,4,только учеба,предпочитаю лишний раз не двигаться,обязательно,False,изучу всё связанное с темой предмета,False,математика,информатика,False,программирование,около 10 часов в неделю,баллы егэ,1473a532-ed37-4cca-a6f9-37e1742d958b
6,1,18,москва,после 11 класса,4.0,"математика, иностранный язык, физика, информатика",90.0,82.0,69.0,98.0,"свободно общаюсь, глубоко знаю грамматику",ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,8,только учеба,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика","физика, информатика",False,"программирование, компьютерное 3d-моделирование",около 10 часов в неделю,баллы егэ,8f3061c2-6cdd-4816-8c15-26102259af95
7,0,18,набережные челны,после 11 класса,4.5,"русский язык, математика, литература, история, химия, астрономия, обществознание",80.0,88.0,95.0,0.0,"свободно общаюсь, глубоко знаю грамматику",ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,3,только учеба,люблю физические нагрузки в умеренном количестве,обязательно,True,готов почитать несколько статей по теме предмета,True,"литература, иностранный язык, химия, биология, астрономия, обществознание","история, химия, физика, астрономия, информатика",False,программирование,около 10 часов в неделю,баллы егэ,216de200-3a7e-4cf0-9e8c-be64200b98f5
8,0,17,краснодар,после 11 класса,5.0,"химия, биология, информатика",72.0,98.0,81.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,7,"все возможные мероприятия, на которые хватает времени",регулярно занимаюсь любимым видом спорта / в тренажерном зале,важно,False,максимум - выполнение дома заданий от преподавателя,True,unknown,информатика,False,программирование,минимальное количество времени,баллы егэ,1a6c2d7f-af54-4628-a54f-2e17bf6b5c9a
9,0,17,брянск,после 11 класса,4.5,"математика, информатика",82.0,90.0,96.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),09.03.01 информатика и вычислительная техника,6,только учеба,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,изучу всё связанное с темой предмета,True,"математика, физика, информатика",информатика,False,программирование,больше 10 часов в неделю,баллы егэ,89677fe5-17d4-4805-9341-cbfc478c245a
10,1,17,сыктывкар,после 11 класса,4.0,"математика, история, физика, информатика",98.0,61.0,95.0,85.0,обладаю базовым словарным запасом,ит (информационные технологии),09.03.01 информатика и вычислительная техника,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,"математика, информатика","физика, информатика",True,программирование,больше 10 часов в неделю,баллы егэ,8db48d4c-5c52-45ed-bf65-aba173ffa8d9
11,1,18,тула,после 11 класса,5.0,"математика, иностранный язык, география, информатика",78.0,90.0,83.0,50.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.01 информатика и вычислительная техника,5,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,True,"математика, физика, информатика","физика, информатика",False,программирование,больше 10 часов в неделю,баллы егэ,8c7c31f3-a8e2-4a21-a4c8-ce988b6da7ab
12,0,17,пушкино,после 11 класса,5.0,"иностранный язык, физика, информатика",74.0,98.0,95.0,93.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),09.03.01 информатика и вычислительная техника,8,только учеба,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,unknown,"физика, информатика",False,"программирование, эксперименты (лабораторные опыты) связанные с химией/физикой",около 10 часов в неделю,баллы егэ,050aa7b8-3583-4010-91b5-349b93ca0a89
13,0,18,москва,после 11 класса,5.0,"иностранный язык, химия, информатика",50.0,86.0,68.0,90.0,"свободно общаюсь, глубоко знаю грамматику",ит (информационные технологии),09.03.01 информатика и вычислительная техника,7,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,важно,False,готов почитать несколько статей по теме предмета,False,"математика, физика, информатика","иностранный язык, информатика",False,"программирование, компьютерное 3d-моделирование, эксперименты (лабораторные опыты) связанные с химией/физикой",больше 10 часов в неделю,баллы егэ,039f25fc-58d0-4d4f-89b8-f3b7e4858b6a
14,0,18,ставрополь,после 11 класса,5.0,"русский язык, математика, литература, информатика",80.0,90.0,83.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.01 информатика и вычислительная техника,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,изучу всё связанное с темой предмета,True,"математика, физика",информатика,False,"программирование, компьютерное 3d-моделирование, инженерная деятельность",около 10 часов в неделю,баллы егэ,4fbe7477-50af-45c3-9e9f-aa4becc07bbe
15,1,20,москва,после 11 класса,3.5,"математика, литература, химия, биология, физика",70.0,83.0,72.0,62.0,могу читать несложные диалоги,ит (информационные технологии),09.03.01 информатика и вычислительная техника,6,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,не очень важно,False,готов почитать несколько статей по теме предмета,True,"математика, физика","обществознание, информатика",False,"программирование, эксперименты (лабораторные опыты) связанные с химией/физикой",несколько часов в неделю,баллы егэ,0fead05e-a11f-4388-a8d6-dfbbcee2a9e5
16,0,18,пенза,после 11 класса,4.5,"математика, история, обществознание, информатика",80.0,84.0,88.0,0.0,могу читать несложные диалоги,ит (информационные технологии),09.03.01 информатика и вычислительная техника,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,максимум - выполнение дома заданий от преподавателя,True,unknown,информатика,False,программирование,около 10 часов в неделю,баллы егэ,3de4a0e5-0644-414d-822b-6aaf475b75fa
17,1,17,москва,после 11 класса,4.0,"иностранный язык, история, информатика",63.0,63.0,75.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,6,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,не принципиально,False,готов почитать несколько статей по теме предмета,True,unknown,информатика,False,программирование,несколько часов в неделю,баллы егэ,207459ae-a367-47d5-b95b-2427d67ced3e
18,0,18,саранск,после 11 класса,4.5,"русский язык, математика, география, информатика",80.0,88.0,80.0,0.0,могу читать несложные диалоги,ит (информационные технологии),09.03.01 информатика и вычислительная техника,3,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,важно,False,максимум - выполнение дома заданий от преподавателя,True,"математика, химия, физика, информатика",информатика,False,программирование,около 10 часов в неделю,баллы егэ,b32fd79f-e232-47f6-8206-d88f58cfc891
19,1,18,жуковский,после 11 класса,4.0,иностранный язык,62.0,80.0,70.0,0.0,могу читать несложные диалоги,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,3,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,изучу всё связанное с темой предмета,True,"математика, физика",информатика,False,unknown,больше 10 часов в неделю,баллы егэ,e3e2a41c-fee5-4369-b30a-2422d7e07120
20,0,18,октябрьский,после 11 класса,4.5,"математика, иностранный язык, химия, биология, обществознание, информатика",80.0,89.0,85.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,6,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика",информатика,False,программирование,около 10 часов в неделю,баллы егэ,46c8baca-1d62-406a-acdc-4a529c8679fb
21,0,18,москва,после 11 класса,4.5,"математика, физика, география, информатика",84.0,91.0,83.0,0.0,могу читать несложные диалоги,ит (информационные технологии),09.03.02 информационные системы и технологии,7,"все возможные мероприятия, на которые хватает времени",предпочитаю лишний раз не двигаться,обязательно,False,готов почитать несколько статей по теме предмета,True,иностранный язык,информатика,False,программирование,несколько часов в неделю,баллы егэ,b8391224-78bb-437d-a780-1ae61291f968
22,0,17,волгоград,после 11 класса,5.0,"математика, физика, информатика",76.0,80.0,90.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),09.03.02 информационные системы и технологии,6,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика",информатика,False,"программирование, компьютерное 3d-моделирование",около 10 часов в неделю,баллы егэ,dcb4948e-db3f-41fd-9d91-26cd0fd3ac8a
23,1,18,мантурово,после 11 класса,5.0,"математика, иностранный язык, информатика",82.0,76.0,85.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,True,готов почитать несколько статей по теме предмета,True,unknown,информатика,False,программирование,около 10 часов в неделю,баллы егэ,de0778ea-7890-4d73-82d9-dbcca25e71a7
24,1,18,чебоксары,после 11 класса,5.0,"математика, литература, иностранный язык, информатика",90.0,89.0,88.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,7,"все возможные мероприятия, на которые хватает времени",люблю физические нагрузки в умеренном количестве,обязательно,False,максимум - выполнение дома заданий от преподавателя,True,"физика, информатика",информатика,False,компьютерное 3d-моделирование,несколько часов в неделю,баллы егэ,5057f528-3cbc-4f9a-b146-5da4cad84bc8
25,1,17,волгореченск,после 11 класса,5.0,"математика, иностранный язык, информатика",78.0,78.0,58.0,93.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),09.03.02 информационные системы и технологии,6,по возможности хотел бы участвовать регулярно,люблю физические нагрузки в умеренном количестве,обязательно,True,готов почитать несколько статей по теме предмета,False,unknown,"физика, информатика",False,программирование,около 10 часов в неделю,баллы егэ,a913df28-9ad6-418e-bd1d-aff7b632b65b
26,0,17,черкесск,после 11 класса,5.0,"математика, иностранный язык, география, информатика",92.0,85.0,79.0,95.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),09.03.02 информационные системы и технологии,6,по возможности хотел бы участвовать регулярно,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,"история, биология","иностранный язык, информатика",True,программирование,больше 10 часов в неделю,баллы егэ,53dc043b-212d-4b31-9851-982730f90bd0
27,1,17,тула,после 11 класса,4.5,"русский язык, математика, иностранный язык, информатика",72.0,94.0,89.0,93.0,"свободно общаюсь, глубоко знаю грамматику",ит (информационные технологии),09.03.02 информационные системы и технологии,7,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,True,готов почитать несколько статей по теме предмета,True,иностранный язык,"иностранный язык, информатика",False,"программирование, компьютерное 3d-моделирование",больше 10 часов в неделю,баллы егэ,eb043a7f-2841-44e6-b85b-1f9391ad6c20
28,0,18,благовещенск,после 11 класса,5.0,"русский язык, математика, иностранный язык, химия, обществознание, информатика",76.0,87.0,85.0,0.0,могу читать несложные диалоги,ит (информационные технологии),09.03.02 информационные системы и технологии,8,по возможности хотел бы участвовать регулярно,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,True,математика,информатика,False,"программирование, компьютерное 3d-моделирование, робототехника",несколько часов в неделю,баллы егэ,aff8879f-eef1-4a4c-b0f6-2761a70c0a15
29,0,18,москва,после 11 класса,5.0,"математика, иностранный язык, информатика",78.0,86.0,78.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,7,только учеба,регулярно занимаюсь любимым видом спорта / в тренажерном зале,важно,False,максимум - выполнение дома заданий от преподавателя,True,"математика, физика",информатика,False,"программирование, робототехника",около 10 часов в неделю,баллы егэ,a834a2c9-b815-4555-8ed4-91690b8b7057
30,1,17,калининград,после 11 класса,4.5,информатика,82.0,80.0,93.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,"математика, физика, информатика",информатика,False,программирование,несколько часов в неделю,баллы егэ,9e0a32f8-9cab-426d-9bc2-756ce8951ec2
31,0,17,саратов,после 11 класса,5.0,"математика, литература, химия, физика, астрономия",78.0,94.0,78.0,0.0,обладаю базовым словарным запасом,ит (информационные технологии),09.03.02 информационные системы и технологии,5,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,unknown,физика,True,"программирование, эксперименты (лабораторные опыты) связанные с химией/физикой",больше 10 часов в неделю,баллы егэ,87468153-f88a-4f9b-b96a-1f0df82b2fdc
32,1,18,баку,после 11 класса,4.0,"русский язык, история, химия",66.0,89.0,78.0,0.0,могу читать несложные диалоги,ит (информационные технологии),02.03.02 фундаментальная информатика и информационные технологии,4,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,максимум - выполнение дома заданий от преподавателя,True,unknown,иностранный язык,False,программирование,больше 10 часов в неделю,баллы егэ,fbe83e2f-97c8-4dd9-85f6-4b4442f75bc9
33,1,18,уфа,после 11 класса,5.0,"математика, иностранный язык, история, биология, физика, география, астрономия, информатика",60.0,87.0,85.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),09.03.02 информационные системы и технологии,6,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,True,готов почитать несколько статей по теме предмета,True,unknown,физика,True,unknown,больше 10 часов в неделю,баллы егэ,4d443869-d3b2-459a-b2b5-3402022da688
34,0,18,уфа,после 11 класса,5.0,"русский язык, математика, иностранный язык, физика",74.0,87.0,85.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,5,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,True,"математика, иностранный язык",информатика,False,unknown,несколько часов в неделю,баллы егэ,43623405-f058-455f-b6d7-a8ea2c6720c7
35,1,18,орёл,после 11 класса,4.5,"математика, иностранный язык, информатика",86.0,78.0,47.0,78.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,8,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика","физика, информатика",False,программирование,больше 10 часов в неделю,баллы егэ,d376f173-4a5c-4ee3-958b-02f3751e3e6b
36,1,17,чебоксары,после 11 класса,4.5,"математика, география, информатика",76.0,87.0,88.0,0.0,обладаю базовым словарным запасом,ит (информационные технологии),09.03.02 информационные системы и технологии,6,по возможности хотел бы участвовать регулярно,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,unknown,информатика,False,программирование,больше 10 часов в неделю,баллы егэ,5f2aadfc-df9b-4280-a0ec-e53454e1979e
37,1,18,обнинск,после 11 класса,5.0,"математика, иностранный язык, история, обществознание, информатика",78.0,80.0,85.0,0.0,могу читать несложные диалоги,ит (информационные технологии),09.03.02 информационные системы и технологии,5,"все возможные мероприятия, на которые хватает времени",люблю физические нагрузки в умеренном количестве,важно,False,максимум - выполнение дома заданий от преподавателя,True,unknown,информатика,False,программирование,около 10 часов в неделю,баллы егэ,85aa217d-83ba-409d-bf22-31921dc4d450
38,1,18,владивосток,после 11 класса,4.5,"биология, обществознание",65.0,62.0,70.0,0.0,обладаю базовым словарным запасом,ит (информационные технологии),09.03.02 информационные системы и технологии,0,только учеба,люблю физические нагрузки в умеренном количестве,важно,False,максимум - выполнение дома заданий от преподавателя,False,иностранный язык,информатика,False,unknown,больше 10 часов в неделю,баллы егэ,790587a2-8c9e-483b-9ed3-332f18aee599
39,1,18,брянск,после 11 класса,5.0,"математика, иностранный язык, биология, информатика",78.0,94.0,72.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,4,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,обязательно,True,изучу всё связанное с темой предмета,False,математика,информатика,False,unknown,несколько часов в неделю,баллы егэ,76f3e12a-e7d0-4757-b463-9918e775d6c7
40,1,17,иркутск,после 11 класса,4.5,"математика, информатика",76.0,82.0,95.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,3,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика",информатика,False,программирование,около 10 часов в неделю,баллы егэ,3567d96d-631b-473f-b5ae-a56d32853c2d
41,1,18,нижний новгород,после 11 класса,4.0,"русский язык, математика, литература",78.0,85.0,90.0,0.0,могу читать несложные диалоги,ит (информационные технологии),09.03.02 информационные системы и технологии,6,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,"математика, физика",информатика,False,программирование,около 10 часов в неделю,баллы егэ,ab5fb8d8-a974-4337-94e3-d5bfdb9da2a8
42,1,17,нижний новгород,после 11 класса,5.0,"математика, физика, информатика",82.0,100.0,87.0,83.0,могу читать несложные диалоги,ит (информационные технологии),09.03.02 информационные системы и технологии,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,"математика, физика, информатика","физика, информатика",False,unknown,несколько часов в неделю,баллы егэ,1f97cbf9-6b5f-4f3e-b3f1-1f5d1a8fd8da
43,0,17,московская область,после 11 класса,5.0,"русский язык, математика, литература, иностранный язык, история, химия, биология, физика, география, астрономия, обществознание, информатика",72.0,78.0,64.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",сисс (сети и системы связи),11.03.02 инфокоммуникационные технологии и системы связи (сисс),7,"все возможные мероприятия, на которые хватает времени",регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,False,unknown,информатика,True,программирование,несколько часов в неделю,баллы егэ,5f0c3f93-a0a6-4708-bf7c-e09e5c2e64a3
44,1,17,иваново,после 11 класса,5.0,"математика, иностранный язык, информатика",80.0,85.0,88.0,0.0,могу читать несложные диалоги,ит (информационные технологии),09.03.02 информационные системы и технологии,7,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,True,"математика, физика",информатика,False,программирование,больше 10 часов в неделю,баллы егэ,1af6b104-0d28-44bc-816f-0f9e5fbc0875
45,1,17,москва,после 11 класса,4.5,"математика, информатика",80.0,88.0,86.0,0.0,"свободно общаюсь, глубоко знаю грамматику",ит (информационные технологии),09.03.02 информационные системы и технологии,7,только учеба,люблю физические нагрузки в умеренном количестве,важно,False,готов почитать несколько статей по теме предмета,True,"математика, физика",информатика,False,программирование,больше 10 часов в неделю,баллы егэ,9e1917d5-13e1-4fae-b399-97fe59690fcd
46,1,18,орёл,после 11 класса,4.5,"математика, астрономия, информатика",82.0,87.0,83.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,7,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика",информатика,False,программирование,больше 10 часов в неделю,баллы егэ,78a12950-a536-49fd-a772-198671bbf04b
47,0,17,благовещенск,после 11 класса,5.0,"русский язык, математика, иностранный язык, обществознание",74.0,98.0,74.0,0.0,"свободно общаюсь, глубоко знаю грамматику",ит (информационные технологии),09.03.02 информационные системы и технологии,6,по возможности хотел бы участвовать регулярно,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,False,"математика, физика, астрономия, информатика",физика,False,эксперименты (лабораторные опыты) связанные с химией/физикой,около 10 часов в неделю,баллы егэ,d25c6a70-4fc6-4821-b78b-f3d38d7858c1
48,0,18,самара,после 11 класса,5.0,"русский язык, математика, литература, информатика",62.0,85.0,70.0,0.0,могу читать несложные диалоги,ит (информационные технологии),09.03.02 информационные системы и технологии,7,"все возможные мероприятия, на которые хватает времени",люблю физические нагрузки в умеренном количестве,обязательно,True,готов почитать несколько статей по теме предмета,False,"русский язык, математика, физика",информатика,False,программирование,около 10 часов в неделю,баллы егэ,bf029881-806c-457a-aeca-d78f15679d27
