,gender,age_at_enrollment,city_of_residence,enroll_after_hs_or_college,avg_high_school_score,favorite_subjects,math_score,russian_score,first_choice_subject_score,second_choice_subject_score,english_proficiency,university_faculty,field_of_study,program_satisfaction,interest_in_extracurriculars,sportiness,importance_of_budget_admission,visited_open_day,self_organization_ability,tutoring_experience,advanced_subjects_in_school,additional_subjects_on_exams,olympiad_success,pre_university_interests,time_for_self_development,admission_method,id
980,1,18,москва,после 11 класса,4.5,"иностранный язык, история, астрономия, информатика",72.0,89.0,77.0,73.0,"могу коммуницировать с носителями, частично знаю деловую речь",кииб (кибернетика и информационная безопасность),10.05.02 информационная безопасность телекоммуникационных систем,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,максимум - выполнение дома заданий от преподавателя,False,"математика, иностранный язык, физика, информатика","иностранный язык, информатика",False,эксперименты (лабораторные опыты) связанные с химией/физикой,несколько часов в неделю,баллы егэ,92658b0f-d816-4eb2-8e96-2a1d4ba64f73
981,1,18,сочи,после 11 класса,5.0,"математика, география, информатика",80.0,96.0,88.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",кииб (кибернетика и информационная безопасность),10.03.01 информационная безопасность,10,только учеба,предпочитаю лишний раз не двигаться,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,"математика, география, информатика","физика, информатика",True,программирование,больше 10 часов в неделю,баллы егэ,eb427302-028e-4afe-8190-3a3d1b3ff93c
982,1,17,курск,после 11 класса,4.0,"математика, астрономия, информатика",75.0,83.0,74.0,0.0,знаю примерно на уровне носителя языка,кииб (кибернетика и информационная безопасность),15.03.04 автоматизация технологических процессов и производств,3,только учеба,предпочитаю лишний раз не двигаться,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,unknown,информатика,False,программирование,больше 10 часов в неделю,баллы егэ,bac219b8-6425-40ad-bd7a-0a0ee3bdbf79
983,0,18,красноярск,после 11 класса,4.5,"математика, информатика",56.0,72.0,68.0,69.0,могу читать несложные диалоги,кииб (кибернетика и информационная безопасность),15.03.04 автоматизация технологических процессов и производств,3,только учеба,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,"обществознание, информатика","обществознание, информатика",False,"программирование, эксперименты (лабораторные опыты) связанные с химией/физикой",несколько часов в неделю,баллы егэ,d9f866fc-bdcd-4fc2-91d0-84d427b015aa
984,1,20,москва,после 11 класса,4.5,"математика, химия, физика, информатика",82.0,81.0,82.0,75.0,могу читать несложные диалоги,ит (информационные технологии),09.03.02 информационные системы и технологии,9,только учеба,люблю физические нагрузки в умеренном количестве,обязательно,True,максимум - выполнение дома заданий от преподавателя,True,"математика, физика","физика, информатика",False,unknown,около 10 часов в неделю,баллы егэ,7002991b-6626-4113-948a-c8c5b5d77a71
985,1,18,москва,после 11 класса,4.5,"русский язык, математика, иностранный язык, астрономия, информатика",70.0,86.0,54.0,70.0,могу общаться в повседневных ситуациях,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),6,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,unknown,"физика, информатика",False,"программирование, компьютерное 3d-моделирование",около 10 часов в неделю,баллы егэ,5b2a330e-27a2-4a83-bb80-27ba9cec690d
986,1,17,москва,после 11 класса,4.0,"литература, иностранный язык, история, обществознание, информатика",52.0,76.0,40.0,0.0,могу общаться в повседневных ситуациях,кииб (кибернетика и информационная безопасность),10.05.02 информационная безопасность телекоммуникационных систем,7,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,важно,False,изучу всё связанное с темой предмета,False,unknown,информатика,False,"программирование, компьютерное 3d-моделирование",несколько часов в неделю,баллы егэ,d2a17265-bc80-4db9-b995-ff8f8956b5fd
987,1,18,москва,после 11 класса,4.0,"математика, иностранный язык, история, химия, информатика",60.0,82.0,86.0,0.0,могу общаться в повседневных ситуациях,сисс (сети и системы связи),11.03.02 инфокоммуникационные технологии и системы связи (сисс),6,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,True,изучу всё связанное с темой предмета,False,"математика, информатика",информатика,False,"программирование, компьютерное 3d-моделирование",больше 10 часов в неделю,баллы егэ,d6d17926-3b4e-4943-baf9-038157ddcb68
988,1,18,москва,после 11 класса,5.0,"русский язык, математика, литература, история",76.0,73.0,62.0,0.0,могу общаться в повседневных ситуациях,сисс (сети и системы связи),11.03.02 инфокоммуникационные технологии и системы связи (сисс),6,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,изучу всё связанное с темой предмета,False,"математика, химия, биология, физика, информатика",информатика,False,программирование,около 10 часов в неделю,баллы егэ,e56248dd-c137-493c-9c17-3912f80d6bc2
989,0,18,тольятти,после 11 класса,4.5,"русский язык, математика, обществознание",76.0,84.0,88.0,0.0,могу читать несложные диалоги,ит (информационные технологии),09.03.02 информационные системы и технологии,5,только учеба,люблю физические нагрузки в умеренном количестве,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,математика,информатика,False,компьютерное 3d-моделирование,несколько часов в неделю,баллы егэ,fa9b3202-debf-472f-aca4-4b8b29791998
990,0,20,чебоксары,после 11 класса,4.5,"математика, литература, иностранный язык, обществознание",70.0,80.0,59.0,80.0,могу общаться в повседневных ситуациях,сисс (сети и системы связи),11.03.02 инфокоммуникационные технологии и системы связи (сисс),4,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,unknown,"обществознание, информатика",True,инженерная деятельность,около 10 часов в неделю,баллы егэ,032113b7-fbdd-4bd1-837e-982b16cedef1
991,0,18,челябинск,после 11 класса,4.5,"математика, обществознание, информатика",94.0,82.0,92.0,0.0,обладаю базовым словарным запасом,кииб (кибернетика и информационная безопасность),10.05.02 информационная безопасность телекоммуникационных систем,6,только учеба,предпочитаю лишний раз не двигаться,обязательно,False,готов почитать несколько статей по теме предмета,False,"математика, физика, информатика",информатика,False,программирование,несколько часов в неделю,баллы егэ,bd033666-d3e7-4abe-b35e-1351ee4fcdf0
992,1,18,чайковский,после 11 класса,3.5,"математика, информатика",76.0,56.0,88.0,0.0,могу читать несложные диалоги,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,"математика, информатика",информатика,False,программирование,больше 10 часов в неделю,баллы егэ,6b41abce-69a1-40b3-8479-98ea6add0d19
993,1,17,лобня,после 11 класса,4.5,"русский язык, математика, литература, история, химия, обществознание, информатика",65.0,82.0,63.0,0.0,могу общаться в повседневных ситуациях,сисс (сети и системы связи),11.03.02 инфокоммуникационные технологии и системы связи (сисс),8,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,True,готов почитать несколько статей по теме предмета,True,"математика, литература, обществознание",информатика,False,"программирование, робототехника",около 10 часов в неделю,баллы егэ,afafc450-5080-4e0b-b5a8-0ed2539aa408
994,0,17,павловский посад,после 11 класса,5.0,"математика, литература, иностранный язык, информатика",72.0,80.0,74.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",кииб (кибернетика и информационная безопасность),10.05.02 информационная безопасность телекоммуникационных систем,4,только учеба,предпочитаю лишний раз не двигаться,обязательно,False,готов почитать несколько статей по теме предмета,False,unknown,информатика,False,unknown,больше 10 часов в неделю,баллы егэ,b2993d01-7f42-4af5-8cfa-da4893be47f8
995,1,18,москва,после 11 класса,5.0,"математика, физика, информатика",80.0,43.0,90.0,0.0,могу читать несложные диалоги,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),10,только учеба,люблю физические нагрузки в умеренном количестве,важно,False,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика",физика,False,программирование,несколько часов в неделю,вступительные испытания,88999f9e-9b9f-4fb9-96a1-e07f2fd5a4dc
996,1,17,москва,после 11 класса,5.0,"русский язык, математика, физика, информатика",78.0,91.0,98.0,94.0,могу общаться в повседневных ситуациях,кииб (кибернетика и информационная безопасность),10.03.01 информационная безопасность,4,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,True,"математика, физика","физика, информатика",False,"программирование, робототехника",несколько часов в неделю,баллы егэ,2581efb9-e280-46b7-a094-42eb93cc0444
997,1,18,москва,после 11 класса,3.5,"астрономия, информатика",40.0,60.0,40.0,0.0,обладаю базовым словарным запасом,сисс (сети и системы связи),11.03.02 инфокоммуникационные технологии и системы связи (сисс),7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,готов почитать несколько статей по теме предмета,True,математика,информатика,False,программирование,несколько часов в неделю,квота,f721a3ba-fbca-43e2-a7c0-df071f16d996
998,1,17,сочи,после 11 класса,4.0,"математика, информатика",86.0,80.0,74.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),09.03.02 информационные системы и технологии,5,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,максимум - выполнение дома заданий от преподавателя,False,иностранный язык,информатика,False,программирование,больше 10 часов в неделю,баллы егэ,c9311965-97d9-4f03-8fad-6771916de129
999,1,17,москва,после 11 класса,4.5,"русский язык, информатика",74.0,85.0,53.0,74.0,могу общаться в повседневных ситуациях,кииб (кибернетика и информационная безопасность),10.05.02 информационная безопасность телекоммуникационных систем,5,по возможности хотел бы участвовать регулярно,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика","физика, информатика",False,"программирование, компьютерное 3d-моделирование, робототехника",больше 10 часов в неделю,баллы егэ,f893013d-8210-49e7-b4a6-a7dca1960d5d
1000,0,17,москва,после 11 класса,4.5,"русский язык, иностранный язык, информатика",72.0,89.0,66.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",кииб (кибернетика и информационная безопасность),10.05.02 информационная безопасность телекоммуникационных систем,2,только учеба,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,"математика, информатика",информатика,False,"программирование, компьютерное 3d-моделирование",минимальное количество времени,баллы егэ,4243f014-1487-4082-961b-1539bfa265b5
1001,1,17,москва,после 11 класса,4.5,"математика, литература, иностранный язык, история, география, астрономия",80.0,72.0,87.0,72.0,"могу коммуницировать с носителями, частично знаю деловую речь",рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),7,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,важно,False,готов почитать несколько статей по теме предмета,True,иностранный язык,"иностранный язык, информатика",False,программирование,несколько часов в неделю,баллы егэ,b5980619-b419-44da-8dae-688823082846
1002,1,18,москва,после 11 класса,4.5,"русский язык, математика, информатика",78.0,89.0,77.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),09.03.01 информатика и вычислительная техника,2,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,"математика, физика, астрономия, информатика",информатика,False,программирование,минимальное количество времени,баллы егэ,e19ea48b-46d3-4e9e-89f8-0ecb3337f56b
1003,0,17,ростов на дону,после 11 класса,5.0,"математика, литература, химия, физика, информатика",76.0,64.0,73.0,0.0,обладаю базовым словарным запасом,сисс (сети и системы связи),11.03.02 инфокоммуникационные технологии и системы связи (сисс),6,"все возможные мероприятия, на которые хватает времени",люблю физические нагрузки в умеренном количестве,важно,True,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика",информатика,False,"программирование, инженерная деятельность, эксперименты (лабораторные опыты) связанные с химией/физикой",несколько часов в неделю,баллы егэ,8f198e52-d2f8-42ef-9e18-75eba223a640
1004,0,17,брянск,после 11 класса,5.0,"математика, информатика",72.0,87.0,88.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.01 информатика и вычислительная техника,5,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,важно,False,готов почитать несколько статей по теме предмета,True,"русский язык, математика, литература, иностранный язык, история, химия, биология, физика, география, обществознание, информатика",информатика,False,программирование,около 10 часов в неделю,баллы егэ,bdaa29f5-68c7-4d33-a825-ed4ca72f8099
1005,0,18,новокузнецк,после 11 класса,4.0,"математика, информатика",40.0,50.0,54.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.01 информатика и вычислительная техника,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,математика,информатика,False,компьютерное 3d-моделирование,несколько часов в неделю,баллы егэ,7bc1d549-a416-4228-8b7e-f33ccbd5b3ac
1006,0,18,москва,после 11 класса,5.0,"математика, литература, иностранный язык, информатика",78.0,89.0,54.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,2,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,обязательно,False,готов почитать несколько статей по теме предмета,False,иностранный язык,информатика,False,программирование,несколько часов в неделю,баллы егэ,ad9adf73-497f-44fd-9776-42a28e6dbabc
1007,1,18,сергиев посад,после 11 класса,4.0,информатика,34.0,67.0,45.0,62.0,обладаю базовым словарным запасом,ит (информационные технологии),09.03.01 информатика и вычислительная техника,5,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,изучу всё связанное с темой предмета,True,unknown,"физика, информатика",False,"программирование, робототехника",больше 10 часов в неделю,баллы егэ,173307c8-26ff-461b-b60c-dbb655b40812
1008,0,18,москва,после 11 класса,5.0,"математика, литература, иностранный язык, информатика",86.0,87.0,75.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.01 информатика и вычислительная техника,3,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,"математика, иностранный язык",информатика,False,программирование,около 10 часов в неделю,баллы егэ,20c26782-b1e9-4d66-a81a-c8e3c9b3d6b1
1009,0,18,миасс,после 11 класса,4.0,"математика, информатика",70.0,72.0,76.0,0.0,обладаю базовым словарным запасом,ит (информационные технологии),11.03.02 инфокоммуникационные технологии и системы связи (рит),6,только учеба,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,False,unknown,информатика,True,"программирование, компьютерное 3d-моделирование",около 10 часов в неделю,баллы егэ,e4291832-a373-4acc-bdeb-aa5352bfa1b6
1010,0,18,коломна,после 11 класса,5.0,"математика, физика, информатика",84.0,96.0,70.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",ит (информационные технологии),09.03.03 прикладная информатика,7,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика",unknown,True,"программирование, робототехника",около 10 часов в неделю,баллы егэ,75e49080-6f51-4cb4-9d09-fa5564c85caf
1011,1,18,таджикистан худжанд,после 11 класса,4.5,"русский язык, математика, история, биология, география, информатика",60.0,80.0,80.0,80.0,могу читать несложные диалоги,рит (радио и телевидение),09.03.02 информационные системы и технологии,5,по возможности хотел бы участвовать регулярно,нахожусь на профессиональном / полу-профессиональном уровне в своем виде спорта,обязательно,True,готов почитать несколько статей по теме предмета,True,"русский язык, история, биология, география, информатика",unknown,False,программирование,больше 10 часов в неделю,другое,b252dc92-c995-4c68-8e09-13bfe1bba896
1012,1,18,красногорск,после 11 класса,4.5,"математика, химия, обществознание, информатика",58.0,73.0,70.0,0.0,могу читать несложные диалоги,рит (радио и телевидение),11.03.01 радиотехника,6,по возможности хотел бы участвовать регулярно,предпочитаю лишний раз не двигаться,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,unknown,информатика,False,"программирование, эксперименты (лабораторные опыты) связанные с химией/физикой",минимальное количество времени,баллы егэ,252e51ac-d2d6-4fa2-8c15-026dc47e5866
1013,0,18,москва,после 11 класса,5.0,"математика, информатика",68.0,75.0,73.0,0.0,могу читать несложные диалоги,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),7,"все возможные мероприятия, на которые хватает времени",люблю физические нагрузки в умеренном количестве,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,"математика, информатика",информатика,False,программирование,несколько часов в неделю,баллы егэ,2cacf039-a1c2-4af3-b96c-bb8947d3649d
1014,1,18,смоленск,после 11 класса,4.0,информатика,78.0,89.0,91.0,0.0,могу читать несложные диалоги,ит (информационные технологии),09.03.01 информатика и вычислительная техника,10,только учеба,люблю физические нагрузки в умеренном количестве,обязательно,True,максимум - выполнение дома заданий от преподавателя,False,unknown,информатика,False,программирование,больше 10 часов в неделю,баллы егэ,08518944-a353-4002-b238-5e463a0cbb90
1015,0,18,красноармейск,после 11 класса,5.0,информатика,70.0,73.0,72.0,0.0,обладаю базовым словарным запасом,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,True,максимум - выполнение дома заданий от преподавателя,True,математика,информатика,False,программирование,больше 10 часов в неделю,баллы егэ,136c6a25-08b0-4c44-99dd-93c76bd029e0
1016,0,18,москва,после 11 класса,5.0,физика,64.0,82.0,60.0,72.0,могу читать несложные диалоги,цэимк (цифровая экономика и массовые коммуникации),38.03.01 экономика,6,только учеба,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,False,обществознание,"иностранный язык, физика, обществознание, информатика",False,программирование,минимальное количество времени,баллы егэ,05b826ec-801d-461f-b651-931f260eb30c
1017,1,17,подольск,после 11 класса,4.5,"русский язык, литература, биология, физика, обществознание",75.0,77.0,67.0,0.0,знаю примерно на уровне носителя языка,рит (радио и телевидение),11.03.01 радиотехника,10,только учеба,люблю физические нагрузки в умеренном количестве,важно,True,готов почитать несколько статей по теме предмета,True,"русский язык, литература, история, физика",информатика,False,программирование,около 10 часов в неделю,баллы егэ,af65780f-2931-4706-8cc6-4842e702f842
1018,0,17,москва,после 11 класса,4.0,"математика, физика, астрономия, обществознание, информатика",46.0,73.0,40.0,0.0,могу читать несложные диалоги,рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),6,"все возможные мероприятия, на которые хватает времени",регулярно занимаюсь любимым видом спорта / в тренажерном зале,не принципиально,False,готов почитать несколько статей по теме предмета,False,физика,информатика,False,"инженерная деятельность, эксперименты (лабораторные опыты) связанные с химией/физикой",несколько часов в неделю,баллы егэ,0458e9af-ce7b-4b34-9ca4-cd210eeea1eb
1019,1,17,краснодар,после 11 класса,4.5,"математика, иностранный язык, информатика",66.0,78.0,62.0,0.0,"могу коммуницировать с носителями, частично знаю деловую речь",рит (радио и телевидение),11.03.02 инфокоммуникационные технологии и системы связи (рит),8,готов сходить на пару заинтересовавших мероприятий,предпочитаю лишний раз не двигаться,важно,False,изучу всё связанное с темой предмета,True,unknown,информатика,False,"программирование, компьютерное 3d-моделирование, робототехника, инженерная деятельность",около 10 часов в неделю,баллы егэ,22869bba-2e98-42ed-8bd1-6679cf7cec22
1020,1,18,барнаул,после 11 класса,5.0,"математика, история, информатика",80.0,91.0,84.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.01 информатика и вычислительная техника,6,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,изучу всё связанное с темой предмета,True,"математика, физика",информатика,False,"программирование, робототехника, эксперименты (лабораторные опыты) связанные с химией/физикой",больше 10 часов в неделю,баллы егэ,53ac1b66-d8b5-49dc-9072-88809f396593
1021,0,18,ижевск,после 11 класса,5.0,"математика, иностранный язык, информатика",74.0,92.0,96.0,80.0,знаю примерно на уровне носителя языка,кииб (кибернетика и информационная безопасность),10.03.01 информационная безопасность,7,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,максимум - выполнение дома заданий от преподавателя,True,"математика, физика","иностранный язык, информатика",False,программирование,больше 10 часов в неделю,баллы егэ,87e3e1c3-01cc-4cfb-8594-5f6d8ca8c08e
1022,1,18,воронеж,после 11 класса,5.0,"математика, история, география, информатика",86.0,78.0,81.0,80.0,могу читать несложные диалоги,кииб (кибернетика и информационная безопасность),10.03.01 информационная безопасность,6,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,False,изучу всё связанное с темой предмета,False,"математика, физика, информатика","история, физика, обществознание, информатика",True,программирование,больше 10 часов в неделю,олимпиада,4ad53454-d8c2-4fbc-a5d0-d1423e5dde0f
1023,1,18,иркутск,после 11 класса,4.5,"математика, иностранный язык, информатика",82.0,82.0,66.0,90.0,могу общаться в повседневных ситуациях,кииб (кибернетика и информационная безопасность),10.03.01 информационная безопасность,7,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,обязательно,False,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика","физика, информатика",False,программирование,больше 10 часов в неделю,баллы егэ,48e48dfb-2358-4dc3-a2ac-269f84ff9fe4
1024,1,17,село раменки,после 11 класса,4.5,"математика, информатика",86.0,76.0,93.0,0.0,могу читать несложные диалоги,кииб (кибернетика и информационная безопасность),10.03.01 информационная безопасность,4,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,True,готов почитать несколько статей по теме предмета,True,unknown,информатика,False,программирование,минимальное количество времени,баллы егэ,3632693f-960e-481c-a6aa-cd6a39bc38cb
1025,0,18,балашиха,после 11 класса,5.0,"математика, физика, информатика",72.0,84.0,70.0,80.0,могу общаться в повседневных ситуациях,кииб (кибернетика и информационная безопасность),10.03.01 информационная безопасность,5,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,готов почитать несколько статей по теме предмета,False,unknown,"физика, информатика",False,"программирование, робототехника, инженерная деятельность",больше 10 часов в неделю,баллы егэ,8bc166a1-2591-4100-a4fc-bc0a99a78660
1026,1,20,москва,после колледжа,4.5,"математика, литература, информатика",70.0,95.0,65.0,0.0,обладаю базовым словарным запасом,ит (информационные технологии),09.03.01 информатика и вычислительная техника,0,по возможности хотел бы участвовать регулярно,регулярно занимаюсь любимым видом спорта / в тренажерном зале,не принципиально,False,готов почитать несколько статей по теме предмета,True,"математика, физика, информатика",информатика,False,"программирование, робототехника",больше 10 часов в неделю,баллы егэ,743912f7-33d4-4540-a334-e4866b06672e
1027,1,19,пушкино,после 11 класса,5.0,"история, физика, география",76.0,85.0,70.0,0.0,могу общаться в повседневных ситуациях,сисс (сети и системы связи),11.03.02 инфокоммуникационные технологии и системы связи (сисс),8,готов сходить на пару заинтересовавших мероприятий,регулярно занимаюсь любимым видом спорта / в тренажерном зале,обязательно,True,максимум - выполнение дома заданий от преподавателя,True,"математика, физика",информатика,False,unknown,несколько часов в неделю,баллы егэ,9ccafb60-9066-4eb5-ad91-787909e72e9f
1028,1,18,кашира,после 11 класса,4.0,"русский язык, история, обществознание, информатика",34.0,72.0,56.0,0.0,могу общаться в повседневных ситуациях,ит (информационные технологии),09.03.02 информационные системы и технологии,3,готов сходить на пару заинтересовавших мероприятий,люблю физические нагрузки в умеренном количестве,важно,False,максимум - выполнение дома заданий от преподавателя,False,unknown,информатика,False,"программирование, инженерная деятельность, эксперименты (лабораторные опыты) связанные с химией/физикой",больше 10 часов в неделю,баллы егэ,45196ef7-0085-4c8d-87bd-12abf1153f4e
